model,source_mode,label,layer,log10_np_lower,log10_np_upper,count,probability_mass
qwen2_5_vl_7b,hpre_cos,hall,1,-1.25,-1.2,219,0.0006744355067
qwen2_5_vl_7b,hpre_cos,hall,1,-1.2,-1.15,277,0.0008530531295
qwen2_5_vl_7b,hpre_cos,hall,1,-1.15,-1.1,373,0.001148696091
qwen2_5_vl_7b,hpre_cos,hall,1,-1.1,-1.05,453,0.001395065226
qwen2_5_vl_7b,hpre_cos,hall,1,-1.05,-1,611,0.001881644268
qwen2_5_vl_7b,hpre_cos,hall,1,-1,-0.95,752,0.002315869868
qwen2_5_vl_7b,hpre_cos,hall,1,-0.95,-0.9,980,0.003018021902
qwen2_5_vl_7b,hpre_cos,hall,1,-0.9,-0.85,1129,0.003476884416
qwen2_5_vl_7b,hpre_cos,hall,1,-0.85,-0.8,1487,0.004579386294
qwen2_5_vl_7b,hpre_cos,hall,1,-0.8,-0.75,1724,0.005309254857
qwen2_5_vl_7b,hpre_cos,hall,1,-0.75,-0.7,2129,0.006556498602
qwen2_5_vl_7b,hpre_cos,hall,1,-0.7,-0.65,2486,0.007655920866
qwen2_5_vl_7b,hpre_cos,hall,1,-0.65,-0.6,2950,0.009084861849
qwen2_5_vl_7b,hpre_cos,hall,1,-0.6,-0.55,3489,0.01074477389
qwen2_5_vl_7b,hpre_cos,hall,1,-0.55,-0.5,4014,0.01236157134
qwen2_5_vl_7b,hpre_cos,hall,1,-0.5,-0.45,4916,0.01513938334
qwen2_5_vl_7b,hpre_cos,hall,1,-0.45,-0.4,5716,0.01760307469
qwen2_5_vl_7b,hpre_cos,hall,1,-0.4,-0.35,6820,0.02100296875
qwen2_5_vl_7b,hpre_cos,hall,1,-0.35,-0.3,8067,0.02484324764
qwen2_5_vl_7b,hpre_cos,hall,1,-0.3,-0.25,9876,0.0304142697
qwen2_5_vl_7b,hpre_cos,hall,1,-0.25,-0.2,12292,0.03785461757
qwen2_5_vl_7b,hpre_cos,hall,1,-0.2,-0.15,16040,0.04939701154
qwen2_5_vl_7b,hpre_cos,hall,1,-0.15,-0.1,20694,0.06372953596
qwen2_5_vl_7b,hpre_cos,hall,1,-0.1,-0.05,26882,0.08278618855
qwen2_5_vl_7b,hpre_cos,hall,1,-0.05,0,32675,0.1006263935
qwen2_5_vl_7b,hpre_cos,hall,1,0,0.05,36852,0.113489942
qwen2_5_vl_7b,hpre_cos,hall,1,0.05,0.1,36144,0.1113095751
qwen2_5_vl_7b,hpre_cos,hall,1,0.1,0.15,31052,0.0956281797
qwen2_5_vl_7b,hpre_cos,hall,1,0.15,0.2,22582,0.06954384755
qwen2_5_vl_7b,hpre_cos,hall,1,0.2,0.25,13929,0.042895946
qwen2_5_vl_7b,hpre_cos,hall,1,0.25,0.3,7857,0.02419652866
qwen2_5_vl_7b,hpre_cos,hall,1,0.3,0.35,4038,0.01243548208
qwen2_5_vl_7b,hpre_cos,hall,1,0.35,0.4,2116,0.006516463617
qwen2_5_vl_7b,hpre_cos,hall,1,0.4,0.45,1087,0.00334754062
qwen2_5_vl_7b,hpre_cos,hall,1,0.45,0.5,585,0.001801574299
qwen2_5_vl_7b,hpre_cos,hall,1,0.5,0.55,338,0.001040909595
qwen2_5_vl_7b,hpre_cos,hall,1,0.55,0.6,195,0.0006005247663
qwen2_5_vl_7b,hpre_cos,hall,1,0.6,0.65,149,0.0004588625137
qwen2_5_vl_7b,hpre_cos,hall,1,0.65,0.7,87,0.0002679264342
qwen2_5_vl_7b,hpre_cos,hall,1,0.7,0.75,55,0.0001693787802
qwen2_5_vl_7b,hpre_cos,hall,1,0.75,0.8,36,0.0001108661107
qwen2_5_vl_7b,hpre_cos,hall,1,0.8,0.85,17,5.235344116e-05
qwen2_5_vl_7b,hpre_cos,hall,1,0.85,0.9,24,7.391074046e-05
qwen2_5_vl_7b,hpre_cos,hall,1,0.9,0.95,4,1.231845674e-05
qwen2_5_vl_7b,hpre_cos,hall,1,0.95,1,3,9.238842558e-06
qwen2_5_vl_7b,hpre_cos,hall,1,1,1.05,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,1.05,1.1,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,1.1,1.15,1,3.079614186e-06
qwen2_5_vl_7b,hpre_cos,hall,1,1.15,1.2,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,1.2,1.25,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,1.25,1.3,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,1.3,1.35,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,1.35,1.4,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,1.4,1.45,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,1.45,1.5,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,1.5,1.55,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,1.55,1.6,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,1.6,1.65,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,1.65,1.7,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,1.7,1.75,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,1.75,1.8,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,1.8,1.85,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,1.85,1.9,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,1.9,1.95,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,1.95,2,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,2,2.05,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,2.05,2.1,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,2.1,2.15,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,2.15,2.2,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,2.2,2.25,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,2.25,2.3,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,2.3,2.35,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,2.35,2.4,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,2.4,2.45,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,2.45,2.5,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,2.5,2.55,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,2.55,2.6,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,2.6,2.65,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,2.65,2.7,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,2.7,2.75,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,2.75,2.8,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,2.8,2.85,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,2.85,2.9,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,2.9,2.95,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,2.95,3,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,3,3.05,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,3.05,3.1,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,3.1,3.15,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,3.15,3.2,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,3.2,3.25,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,3.25,3.3,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,3.3,3.35,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,3.35,3.4,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,3.4,3.45,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,3.45,3.5,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,3.5,3.55,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,3.55,3.6,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,3.6,3.65,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,3.65,3.7,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,3.7,3.75,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,3.75,3.8,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,3.8,3.85,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,3.85,3.9,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,3.9,3.95,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,3.95,4,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,4,4.05,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,4.05,4.1,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,4.1,4.15,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,4.15,4.2,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,4.2,4.25,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,4.25,4.3,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,4.3,4.35,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,4.35,4.4,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,4.4,4.45,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,4.45,4.5,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,4.5,4.55,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,4.55,4.6,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,4.6,4.65,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,4.65,4.7,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,4.7,4.75,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,4.75,4.8,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,4.8,4.85,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,4.85,4.9,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,4.9,4.95,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,4.95,5,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,5,5.05,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,5.05,5.1,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,5.1,5.15,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,5.15,5.2,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,5.2,5.25,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,5.25,5.3,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,5.3,5.35,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,5.35,5.4,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,5.4,5.45,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,5.45,5.5,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,5.5,5.55,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,5.55,5.6,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,5.6,5.65,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,5.65,5.7,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,5.7,5.75,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,5.75,5.8,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,5.8,5.85,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,5.85,5.9,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,5.9,5.95,0,0
qwen2_5_vl_7b,hpre_cos,hall,1,5.95,6,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-12,-11.95,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-11.95,-11.9,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-11.9,-11.85,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-11.85,-11.8,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-11.8,-11.75,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-11.75,-11.7,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-11.7,-11.65,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-11.65,-11.6,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-11.6,-11.55,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-11.55,-11.5,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-11.5,-11.45,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-11.45,-11.4,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-11.4,-11.35,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-11.35,-11.3,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-11.3,-11.25,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-11.25,-11.2,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-11.2,-11.15,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-11.15,-11.1,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-11.1,-11.05,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-11.05,-11,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-11,-10.95,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-10.95,-10.9,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-10.9,-10.85,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-10.85,-10.8,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-10.8,-10.75,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-10.75,-10.7,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-10.7,-10.65,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-10.65,-10.6,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-10.6,-10.55,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-10.55,-10.5,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-10.5,-10.45,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-10.45,-10.4,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-10.4,-10.35,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-10.35,-10.3,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-10.3,-10.25,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-10.25,-10.2,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-10.2,-10.15,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-10.15,-10.1,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-10.1,-10.05,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-10.05,-10,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-10,-9.95,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-9.95,-9.9,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-9.9,-9.85,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-9.85,-9.8,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-9.8,-9.75,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-9.75,-9.7,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-9.7,-9.65,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-9.65,-9.6,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-9.6,-9.55,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-9.55,-9.5,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-9.5,-9.45,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-9.45,-9.4,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-9.4,-9.35,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-9.35,-9.3,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-9.3,-9.25,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-9.25,-9.2,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-9.2,-9.15,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-9.15,-9.1,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-9.1,-9.05,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-9.05,-9,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-9,-8.95,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-8.95,-8.9,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-8.9,-8.85,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-8.85,-8.8,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-8.8,-8.75,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-8.75,-8.7,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-8.7,-8.65,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-8.65,-8.6,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-8.6,-8.55,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-8.55,-8.5,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-8.5,-8.45,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-8.45,-8.4,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-8.4,-8.35,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-8.35,-8.3,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-8.3,-8.25,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-8.25,-8.2,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-8.2,-8.15,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-8.15,-8.1,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-8.1,-8.05,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-8.05,-8,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-8,-7.95,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-7.95,-7.9,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-7.9,-7.85,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-7.85,-7.8,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-7.8,-7.75,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-7.75,-7.7,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-7.7,-7.65,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-7.65,-7.6,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-7.6,-7.55,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-7.55,-7.5,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-7.5,-7.45,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-7.45,-7.4,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-7.4,-7.35,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-7.35,-7.3,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-7.3,-7.25,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-7.25,-7.2,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-7.2,-7.15,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-7.15,-7.1,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-7.1,-7.05,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-7.05,-7,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-7,-6.95,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-6.95,-6.9,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-6.9,-6.85,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-6.85,-6.8,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-6.8,-6.75,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-6.75,-6.7,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-6.7,-6.65,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-6.65,-6.6,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-6.6,-6.55,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-6.55,-6.5,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-6.5,-6.45,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-6.45,-6.4,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-6.4,-6.35,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-6.35,-6.3,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-6.3,-6.25,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-6.25,-6.2,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-6.2,-6.15,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-6.15,-6.1,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-6.1,-6.05,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-6.05,-6,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-6,-5.95,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-5.95,-5.9,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-5.9,-5.85,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-5.85,-5.8,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-5.8,-5.75,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-5.75,-5.7,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-5.7,-5.65,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-5.65,-5.6,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-5.6,-5.55,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-5.55,-5.5,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-5.5,-5.45,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-5.45,-5.4,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-5.4,-5.35,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-5.35,-5.3,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-5.3,-5.25,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-5.25,-5.2,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-5.2,-5.15,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-5.15,-5.1,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-5.1,-5.05,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-5.05,-5,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-5,-4.95,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-4.95,-4.9,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-4.9,-4.85,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-4.85,-4.8,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-4.8,-4.75,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-4.75,-4.7,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-4.7,-4.65,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-4.65,-4.6,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-4.6,-4.55,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-4.55,-4.5,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-4.5,-4.45,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-4.45,-4.4,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-4.4,-4.35,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-4.35,-4.3,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-4.3,-4.25,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-4.25,-4.2,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-4.2,-4.15,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-4.15,-4.1,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-4.1,-4.05,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-4.05,-4,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-4,-3.95,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-3.95,-3.9,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-3.9,-3.85,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-3.85,-3.8,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-3.8,-3.75,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-3.75,-3.7,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-3.7,-3.65,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-3.65,-3.6,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-3.6,-3.55,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-3.55,-3.5,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-3.5,-3.45,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-3.45,-3.4,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-3.4,-3.35,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-3.35,-3.3,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-3.3,-3.25,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-3.25,-3.2,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-3.2,-3.15,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-3.15,-3.1,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-3.1,-3.05,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-3.05,-3,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-3,-2.95,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-2.95,-2.9,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-2.9,-2.85,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-2.85,-2.8,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-2.8,-2.75,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-2.75,-2.7,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-2.7,-2.65,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-2.65,-2.6,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-2.6,-2.55,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-2.55,-2.5,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-2.5,-2.45,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-2.45,-2.4,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-2.4,-2.35,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-2.35,-2.3,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-2.3,-2.25,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-2.25,-2.2,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-2.2,-2.15,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-2.15,-2.1,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-2.1,-2.05,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-2.05,-2,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-2,-1.95,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-1.95,-1.9,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-1.9,-1.85,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-1.85,-1.8,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-1.8,-1.75,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-1.75,-1.7,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-1.7,-1.65,0,0
qwen2_5_vl_7b,hpre_cos,hall,2,-1.65,-1.6,2,6.159228372e-06
qwen2_5_vl_7b,hpre_cos,hall,2,-1.6,-1.55,2,6.159228372e-06
qwen2_5_vl_7b,hpre_cos,hall,2,-1.55,-1.5,4,1.231845674e-05
qwen2_5_vl_7b,hpre_cos,hall,2,-1.5,-1.45,5,1.539807093e-05
qwen2_5_vl_7b,hpre_cos,hall,2,-1.45,-1.4,8,2.463691349e-05
qwen2_5_vl_7b,hpre_cos,hall,2,-1.4,-1.35,21,6.46718979e-05
